date,product,category,region,sales_amount,quantity,profit
2023-08-02,Phone Case,Electronics,South,1114.62,9,208.85
2023-08-02,Binder,Office Supplies,Central,175.94,2,15.61
2023-08-02,Bookshelf,Furniture,Central,398.52,10,68.95
2023-08-02,Office Chair,Furniture,South,1809.71,12,338.63
2023-08-02,Binder,Office Supplies,West,564.41,6,148.9
2023-08-03,Office Chair,Furniture,North,136.85,8,33.96
2023-08-03,Polo Shirt,Apparel,North,296.35,5,35.48
2023-08-03,Filing Cabinet,Furniture,East,138.72,6,12.02
2023-08-03,Bluetooth Speaker,Electronics,South,1086.11,13,260.17
2023-08-03,Bookshelf,Furniture,Central,53.5,1,8.47
2023-08-03,USB Hub,Electronics,East,198.86,5,52.56
2023-08-04,Office Chair,Furniture,South,457.52,14,82.91
2023-08-04,Desk Lamp,Furniture,South,871.58,9,195.77
2023-08-04,USB Hub,Electronics,East,850.68,10,250.86
2023-08-04,Polo Shirt,Apparel,South,139.27,3,39.01
2023-08-04,Baseball Cap,Apparel,West,907.41,8,270.14
2023-08-04,Binder,Office Supplies,Central,2170.74,14,268.72
2023-08-04,Phone Case,Electronics,East,134.87,2,35.18
2023-08-05,Phone Case,Electronics,West,632.24,12,212.55
2023-08-05,Bookshelf,Furniture,East,48.41,2,8.72
2023-08-05,Running Shoes,Apparel,North,724.05,7,169.8
2023-08-05,Phone Case,Electronics,Central,616.13,8,122.28
2023-08-05,Bookshelf,Furniture,North,485.78,3,144.08
2023-08-06,Wireless Mouse,Electronics,Central,419.18,4,90.96
2023-08-06,Bookshelf,Furniture,North,1192.36,13,349.57
2023-08-06,Filing Cabinet,Furniture,South,186.67,2,53.62
2023-08-06,Desk Lamp,Furniture,East,459.5,8,76.2
2023-08-07,Bookshelf,Furniture,South,277.84,12,65.92
2023-08-07,USB Hub,Electronics,West,227.64,4,34.77
2023-08-07,Bookshelf,Furniture,North,1312.07,9,145.72
2023-08-07,Polo Shirt,Apparel,Central,628.38,13,127.44
2023-08-07,Winter Jacket,Apparel,West,563.29,5,56.89
2023-08-07,Filing Cabinet,Furniture,Central,18.51,2,2.66
2023-08-07,Notebook Set,Office Supplies,Central,613.03,5,188.78
2023-08-07,Wireless Mouse,Electronics,South,488.65,7,81.84
2023-08-07,Polo Shirt,Apparel,East,1462.23,11,490.89
2023-08-07,Filing Cabinet,Furniture,South,563.65,12,191.9
2023-08-07,Baseball Cap,Apparel,Central,69.27,1,21.29
2023-08-07,Phone Case,Electronics,West,60.29,4,16.38
2023-08-08,Bookshelf,Furniture,North,384.95,4,115.57
2023-08-08,Desk Lamp,Furniture,East,1108.15,10,113.73
2023-08-08,Filing Cabinet,Furniture,North,204.9,2,38.22
2023-08-08,Bookshelf,Furniture,Central,1756.41,14,333.51
2023-08-08,Baseball Cap,Apparel,North,153.95,4,48.09
2023-08-08,Running Shoes,Apparel,South,1781.29,14,451.5
2023-08-08,Phone Case,Electronics,East,327.37,5,109.64
2023-08-08,Bookshelf,Furniture,North,100.11,2,30.07
2023-08-09,Office Chair,Furniture,West,72.73,1,17.87
2023-08-09,Running Shoes,Apparel,West,318.46,6,74.31
2023-08-09,Filing Cabinet,Furniture,West,51.18,2,13.76
2023-08-09,Running Shoes,Apparel,South,486.85,10,139.55
2023-08-09,USB Hub,Electronics,East,394.1,7,137.1
2023-08-09,Bluetooth Speaker,Electronics,South,1021.64,10,322.98
2023-08-09,Stapler,Office Supplies,East,2026.25,13,501.39
2023-08-10,Bluetooth Speaker,Electronics,West,935.01,13,214.57
2023-08-10,Running Shoes,Apparel,South,696.66,12,160.97
2023-08-10,Bookshelf,Furniture,Central,430.83,5,133.47
2023-08-10,Desk Lamp,Furniture,West,326.92,4,36.78
2023-08-10,Running Shoes,Apparel,West,448.86,10,98.03
2023-08-10,USB Hub,Electronics,South,141.51,2,32.18
2023-08-11,Notebook Set,Office Supplies,North,51.56,1,14.46
2023-08-11,Desk Lamp,Furniture,North,966.45,12,301.39
2023-08-11,Pen Pack,Office Supplies,West,397.68,3,63.21
2023-08-11,Bookshelf,Furniture,Central,479.57,11,104.73
2023-08-12,Running Shoes,Apparel,East,263.04,9,77.47
2023-08-12,Phone Case,Electronics,Central,450.67,6,135.45
2023-08-12,Bluetooth Speaker,Electronics,Central,1362.57,14,304.22
2023-08-12,Stapler,Office Supplies,North,968.39,12,179.94
2023-08-13,Filing Cabinet,Furniture,North,356.37,7,93.58
2023-08-13,Filing Cabinet,Furniture,Central,562.46,13,131.08
2023-08-13,Notebook Set,Office Supplies,Central,1352.47,13,257.64
2023-08-13,Notebook Set,Office Supplies,North,649.44,13,168.07
2023-08-13,Office Chair,Furniture,Central,391.16,5,33.58
2023-08-13,Running Shoes,Apparel,West,479.19,4,56.99
2023-08-13,Running Shoes,Apparel,Central,1107.06,10,311.05
2023-08-13,Desk Lamp,Furniture,West,326.75,5,107.45
2023-08-13,Bluetooth Speaker,Electronics,South,149.04,3,14.94
2023-08-14,Office Chair,Furniture,North,840.07,8,120.02
2023-08-14,Bluetooth Speaker,Electronics,Central,263.21,5,26.4
2023-08-14,Winter Jacket,Apparel,West,181.04,2,63.16
2023-08-14,Phone Case,Electronics,East,1921.39,13,661.18
2023-08-14,Binder,Office Supplies,East,1738.93,13,383.39
2023-08-14,Pen Pack,Office Supplies,Central,449.9,9,95.21
2023-08-14,Notebook Set,Office Supplies,North,810.34,12,92.65
2023-08-14,Office Chair,Furniture,East,163.35,13,27.55
2023-08-14,Running Shoes,Apparel,Central,114.62,3,35.28
2023-08-14,USB Hub,Electronics,North,1252.17,14,171.67
2023-08-15,Bluetooth Speaker,Electronics,North,237.93,3,30.17
2023-08-15,USB Hub,Electronics,West,134.45,4,16.79
2023-08-15,Polo Shirt,Apparel,South,778.39,6,182.11
2023-08-15,Polo Shirt,Apparel,South,253.81,11,65.41
2023-08-16,Polo Shirt,Apparel,West,516.2,4,55.77
2023-08-16,Binder,Office Supplies,North,289.97,2,77.63
2023-08-16,Running Shoes,Apparel,Central,456.07,5,109.7
2023-08-16,Office Chair,Furniture,Central,1202.85,13,255.62
2023-08-16,Baseball Cap,Apparel,Central,782.34,7,201.45
2023-08-17,Stapler,Office Supplies,North,1659.13,11,415.03
2023-08-17,Notebook Set,Office Supplies,Central,68.88,3,12.65
2023-08-17,Polo Shirt,Apparel,West,130.71,12,17.46
2023-08-17,Winter Jacket,Apparel,Central,956.16,7,227.78
2023-08-17,USB Hub,Electronics,Central,1088.86,12,146.62
2023-08-17,Wireless Mouse,Electronics,West,651.45,12,111.89
2023-08-18,Stapler,Office Supplies,South,233.65,6,78.06
2023-08-18,Running Shoes,Apparel,North,832.23,14,173.07
2023-08-18,Running Shoes,Apparel,Central,616.35,11,135.87
2023-08-18,Running Shoes,Apparel,East,433.73,4,46.08
2023-08-18,Filing Cabinet,Furniture,North,307.59,4,27.55
2023-08-18,Wireless Mouse,Electronics,West,1199.62,12,175.67
2023-08-18,Bookshelf,Furniture,East,780.2,10,157.36
2023-08-18,USB Hub,Electronics,Central,1809.28,14,451.67
2023-08-19,Running Shoes,Apparel,North,1412.95,13,437.26
2023-08-19,Office Chair,Furniture,North,293.95,4,90.6
2023-08-19,Polo Shirt,Apparel,North,555.21,13,77.91
2023-08-19,Filing Cabinet,Furniture,East,572.69,7,131.27
2023-08-19,Phone Case,Electronics,South,840.21,9,264.38
2023-08-19,Winter Jacket,Apparel,East,694.08,8,163.82
2023-08-19,Pen Pack,Office Supplies,West,1108.54,10,269.45
2023-08-19,Notebook Set,Office Supplies,West,215.5,2,47.71
2023-08-19,Winter Jacket,Apparel,East,349.15,8,37.44
2023-08-19,Polo Shirt,Apparel,Central,1040.12,9,189.97
2023-08-19,Pen Pack,Office Supplies,East,239.8,2,50.39
2023-08-19,Stapler,Office Supplies,East,90.5,1,29.58
2023-08-20,Running Shoes,Apparel,South,243.08,4,32.28
2023-08-20,Filing Cabinet,Furniture,South,1747.69,12,591.16
2023-08-20,Polo Shirt,Apparel,West,72.66,3,20.07
2023-08-20,Polo Shirt,Apparel,West,221.91,4,27.2
2023-08-20,Phone Case,Electronics,Central,502.94,7,138.35
2023-08-20,Wireless Mouse,Electronics,North,671.51,13,105.84
2023-08-20,Notebook Set,Office Supplies,West,355.11,3,121.37
2023-08-20,Bookshelf,Furniture,North,590.72,11,205.93
2023-08-21,Winter Jacket,Apparel,South,574.74,9,128.66
2023-08-21,Stapler,Office Supplies,Central,426.32,7,123.03
2023-08-21,Filing Cabinet,Furniture,Central,888.99,7,256.68
2023-08-22,Running Shoes,Apparel,West,1429.88,12,190.19
2023-08-22,Filing Cabinet,Furniture,South,1377.36,10,114.73
2023-08-22,Binder,Office Supplies,Central,1150.53,14,399.47
2023-08-22,USB Hub,Electronics,Central,641.6,5,201.12
2023-08-22,Office Chair,Furniture,South,29.76,2,3.16
2023-08-23,Phone Case,Electronics,West,181.85,9,23.52
2023-08-23,Binder,Office Supplies,Central,550.48,11,50.12
2023-08-23,Polo Shirt,Apparel,South,1466.08,10,241.22
2023-08-23,Notebook Set,Office Supplies,Central,454.42,12,158.99
2023-08-23,Running Shoes,Apparel,West,426.25,4,56.78
2023-08-23,Bluetooth Speaker,Electronics,South,999.02,10,201.18
2023-08-23,Winter Jacket,Apparel,East,44.67,1,11.84
2023-08-23,Bookshelf,Furniture,West,2054.46,14,202.08
2023-08-24,Baseball Cap,Apparel,East,68.62,6,15.74
2023-08-24,Filing Cabinet,Furniture,Central,1193.61,9,170.24
2023-08-24,Filing Cabinet,Furniture,Central,576.05,5,142.8
2023-08-24,USB Hub,Electronics,West,471.79,12,127.57
2023-08-24,Running Shoes,Apparel,North,990.74,12,251.07
2023-08-24,Winter Jacket,Apparel,North,63.18,5,7.95
2023-08-24,Pen Pack,Office Supplies,Central,441.18,7,150.85
2023-08-25,Bluetooth Speaker,Electronics,Central,1203.87,8,150.89
2023-08-25,Phone Case,Electronics,East,185.44,14,55.12
2023-08-26,Desk Lamp,Furniture,Central,100.66,3,11.32
2023-08-26,Bookshelf,Furniture,East,117.4,3,39.05
2023-08-26,Running Shoes,Apparel,South,65.26,5,8.83
2023-08-27,Stapler,Office Supplies,South,457.78,10,47.9
2023-08-27,Wireless Mouse,Electronics,South,1030.32,10,87.92
2023-08-27,Desk Lamp,Furniture,North,287.42,10,32.0
2023-08-27,Bookshelf,Furniture,Central,1178.57,13,145.26
2023-08-27,Office Chair,Furniture,South,1100.38,14,166.92
2023-08-27,Binder,Office Supplies,West,613.88,14,67.31
2023-08-28,Running Shoes,Apparel,South,1357.7,11,418.87
2023-08-28,Notebook Set,Office Supplies,North,187.04,11,63.8
2023-08-28,Wireless Mouse,Electronics,Central,195.29,6,53.33
2023-08-28,Bookshelf,Furniture,East,108.47,1,10.97
2023-08-28,Running Shoes,Apparel,West,78.25,5,23.04
2023-08-28,Binder,Office Supplies,North,344.89,3,108.0
2023-08-29,Baseball Cap,Apparel,East,437.88,7,144.68
2023-08-29,Winter Jacket,Apparel,West,494.8,6,159.18
2023-08-29,Polo Shirt,Apparel,Central,280.38,14,67.08
2023-08-29,Notebook Set,Office Supplies,North,513.54,11,140.4
2023-08-30,Filing Cabinet,Furniture,West,1160.36,9,384.24
2023-08-30,Running Shoes,Apparel,South,970.2,13,289.93
2023-08-30,Baseball Cap,Apparel,North,116.28,4,25.13
2023-08-31,Wireless Mouse,Electronics,West,206.17,5,47.4
2023-08-31,Polo Shirt,Apparel,Central,599.23,13,157.63
2023-08-31,Pen Pack,Office Supplies,North,650.01,6,127.18
2023-08-31,USB Hub,Electronics,West,39.0,1,12.51
2023-08-31,USB Hub,Electronics,East,617.15,9,129.36
2023-08-31,Phone Case,Electronics,Central,121.86,1,32.95
2023-08-31,Filing Cabinet,Furniture,East,308.87,7,40.19
2023-08-31,Office Chair,Furniture,North,538.07,4,120.94
2023-08-31,Phone Case,Electronics,West,968.56,6,86.37
2023-09-01,Polo Shirt,Apparel,North,665.26,8,225.02
2023-09-01,Desk Lamp,Furniture,East,574.16,13,59.67
2023-09-01,Filing Cabinet,Furniture,West,536.83,6,63.21
2023-09-01,USB Hub,Electronics,South,841.42,8,190.12
2023-09-01,Baseball Cap,Apparel,Central,480.28,9,47.14
2023-09-01,Wireless Mouse,Electronics,East,960.94,10,328.63
2023-09-01,Wireless Mouse,Electronics,West,272.4,11,65.7
2023-09-01,Phone Case,Electronics,West,69.18,2,21.18
2023-09-02,Office Chair,Furniture,North,480.75,7,112.03
2023-09-02,Wireless Mouse,Electronics,Central,576.27,6,51.74
2023-09-02,Bookshelf,Furniture,West,100.2,5,29.75
2023-09-02,Filing Cabinet,Furniture,Central,491.44,4,123.34
2023-09-02,Binder,Office Supplies,South,113.75,3,28.37
2023-09-02,Baseball Cap,Apparel,West,909.07,10,91.26
2023-09-03,Bluetooth Speaker,Electronics,East,174.21,4,24.16
2023-09-03,Pen Pack,Office Supplies,West,311.73,12,77.83
2023-09-03,Stapler,Office Supplies,West,214.28,11,70.6
2023-09-03,Office Chair,Furniture,East,1430.0,12,168.07
2023-09-03,Filing Cabinet,Furniture,West,613.64,13,50.34
2023-09-03,Bookshelf,Furniture,South,983.05,14,208.59
2023-09-03,Phone Case,Electronics,Central,191.69,2,36.57
2023-09-03,Desk Lamp,Furniture,Central,302.67,4,46.32
2023-09-03,Bluetooth Speaker,Electronics,West,399.43,6,61.44
2023-09-04,Pen Pack,Office Supplies,North,66.03,1,15.72
2023-09-04,Phone Case,Electronics,Central,318.72,6,80.1
2023-09-04,Running Shoes,Apparel,Central,62.9,4,8.84
2023-09-04,Phone Case,Electronics,South,449.47,14,89.97
2023-09-04,Winter Jacket,Apparel,South,79.48,3,18.85
2023-09-04,Desk Lamp,Furniture,North,1380.09,12,147.02
2023-09-04,Desk Lamp,Furniture,West,366.47,3,41.91
2023-09-04,Pen Pack,Office Supplies,North,964.16,9,304.73
2023-09-05,Winter Jacket,Apparel,East,203.95,6,39.48
2023-09-05,Stapler,Office Supplies,West,96.17,4,27.71
2023-09-05,Pen Pack,Office Supplies,East,652.7,9,122.66
2023-09-05,Stapler,Office Supplies,North,526.64,9,103.75
2023-09-05,USB Hub,Electronics,North,950.08,9,313.54
2023-09-05,Baseball Cap,Apparel,North,1309.37,12,158.8
2023-09-05,Desk Lamp,Furniture,West,577.97,14,145.3
2023-09-06,USB Hub,Electronics,South,333.38,7,59.37
2023-09-06,Office Chair,Furniture,Central,744.96,11,139.87
2023-09-06,Pen Pack,Office Supplies,West,21.06,1,7.08
2023-09-06,Running Shoes,Apparel,North,587.23,7,56.41
2023-09-06,Phone Case,Electronics,West,99.99,1,9.04
2023-09-06,Notebook Set,Office Supplies,Central,865.97,9,95.5
2023-09-06,Bookshelf,Furniture,North,353.97,6,68.84
2023-09-07,Pen Pack,Office Supplies,Central,138.31,1,40.49
2023-09-07,Phone Case,Electronics,South,244.01,12,24.48
2023-09-07,Winter Jacket,Apparel,East,2106.08,13,528.9
2023-09-07,Bluetooth Speaker,Electronics,East,515.39,9,171.07
2023-09-07,Notebook Set,Office Supplies,North,733.54,9,201.51
2023-09-07,Wireless Mouse,Electronics,North,1190.78,10,323.35
2023-09-07,Filing Cabinet,Furniture,West,350.69,14,60.37
2023-09-08,Pen Pack,Office Supplies,East,298.37,6,29.76
2023-09-08,Wireless Mouse,Electronics,South,1516.14,12,220.91
2023-09-08,USB Hub,Electronics,Central,56.26,1,8.49
2023-09-08,Office Chair,Furniture,Central,121.89,2,21.15
2023-09-08,Polo Shirt,Apparel,West,197.54,2,59.63
2023-09-08,Stapler,Office Supplies,South,252.63,6,77.92
2023-09-08,Notebook Set,Office Supplies,Central,1637.64,13,533.94
2023-09-09,Pen Pack,Office Supplies,West,849.53,11,114.58
2023-09-09,Bookshelf,Furniture,North,1510.24,13,216.35
2023-09-09,Running Shoes,Apparel,North,664.32,12,74.85
2023-09-09,USB Hub,Electronics,East,1933.53,14,490.01
2023-09-10,Binder,Office Supplies,South,581.38,9,191.49
2023-09-10,Running Shoes,Apparel,South,983.57,13,283.7
2023-09-10,Binder,Office Supplies,South,1650.07,11,168.66
2023-09-10,Pen Pack,Office Supplies,North,1053.41,11,327.29
2023-09-10,Office Chair,Furniture,West,1276.68,11,421.94
2023-09-10,Desk Lamp,Furniture,Central,145.17,1,27.05
2023-09-10,Pen Pack,Office Supplies,North,632.49,6,180.32
2023-09-11,Binder,Office Supplies,North,323.32,2,102.72
2023-09-11,Bookshelf,Furniture,North,976.89,13,88.32
2023-09-11,Notebook Set,Office Supplies,West,468.96,9,77.74
2023-09-12,Office Chair,Furniture,West,326.39,4,103.86
2023-09-12,Bookshelf,Furniture,North,16.06,1,1.7
2023-09-12,Stapler,Office Supplies,West,619.42,9,166.38
2023-09-12,Bluetooth Speaker,Electronics,West,207.53,8,65.63
2023-09-12,Office Chair,Furniture,North,579.02,4,62.86
2023-09-12,Baseball Cap,Apparel,South,493.76,7,93.26
2023-09-13,Filing Cabinet,Furniture,West,373.9,9,129.79
2023-09-13,Pen Pack,Office Supplies,South,548.82,11,132.1
2023-09-13,Desk Lamp,Furniture,Central,1364.0,14,442.97
2023-09-13,Wireless Mouse,Electronics,East,653.05,8,219.86
2023-09-13,Filing Cabinet,Furniture,Central,625.88,11,67.82
2023-09-13,Binder,Office Supplies,North,79.48,1,10.82
2023-09-13,Binder,Office Supplies,South,1754.19,12,300.37
2023-09-13,Desk Lamp,Furniture,South,730.47,8,143.5
2023-09-14,Phone Case,Electronics,Central,693.84,7,95.1
2023-09-14,Wireless Mouse,Electronics,East,1087.94,12,344.94
2023-09-14,USB Hub,Electronics,East,38.12,1,10.06
2023-09-14,Winter Jacket,Apparel,Central,549.16,5,189.75
2023-09-14,USB Hub,Electronics,East,450.41,5,63.7
2023-09-14,Filing Cabinet,Furniture,East,715.54,9,249.91
2023-09-14,Running Shoes,Apparel,Central,126.58,9,13.06
2023-09-14,Binder,Office Supplies,West,545.8,8,148.23
2023-09-15,Filing Cabinet,Furniture,South,517.55,6,108.24
2023-09-15,Binder,Office Supplies,South,53.57,5,9.07
2023-09-15,Running Shoes,Apparel,Central,208.12,5,62.2
2023-09-15,Polo Shirt,Apparel,East,513.69,5,155.66
2023-09-15,Notebook Set,Office Supplies,South,529.04,5,83.26
2023-09-16,Bluetooth Speaker,Electronics,South,266.83,4,38.57
2023-09-16,Phone Case,Electronics,South,171.46,5,26.83
2023-09-16,Filing Cabinet,Furniture,West,55.79,3,13.6
2023-09-16,Polo Shirt,Apparel,West,1134.93,13,181.31
2023-09-17,Office Chair,Furniture,East,1202.62,9,412.89
2023-09-17,Pen Pack,Office Supplies,East,387.84,4,67.68
2023-09-17,Bluetooth Speaker,Electronics,Central,831.96,8,228.75
2023-09-17,Office Chair,Furniture,Central,506.96,5,147.86
2023-09-17,Phone Case,Electronics,West,836.65,10,155.6
2023-09-17,Bookshelf,Furniture,Central,1154.47,11,282.08
2023-09-18,Binder,Office Supplies,South,2289.83,14,721.54
2023-09-18,Winter Jacket,Apparel,North,839.52,6,249.21
2023-09-18,Bluetooth Speaker,Electronics,North,193.24,11,66.63
2023-09-18,Polo Shirt,Apparel,South,385.97,5,113.05
2023-09-18,Baseball Cap,Apparel,East,1263.49,10,182.63
2023-09-18,Baseball Cap,Apparel,North,146.3,3,36.39
2023-09-19,Bluetooth Speaker,Electronics,South,1496.38,12,399.24
2023-09-19,Office Chair,Furniture,West,1481.63,13,482.18
2023-09-19,Bookshelf,Furniture,Central,294.61,4,68.46
2023-09-19,Notebook Set,Office Supplies,East,801.95,8,153.53
2023-09-19,USB Hub,Electronics,Central,39.6,1,8.96
2023-09-19,Wireless Mouse,Electronics,West,611.0,8,125.53
2023-09-19,Running Shoes,Apparel,Central,777.88,5,257.06
2023-09-20,USB Hub,Electronics,West,289.75,4,96.39
2023-09-20,Stapler,Office Supplies,West,825.77,9,237.15
2023-09-20,Desk Lamp,Furniture,North,779.61,14,171.8
2023-09-20,Stapler,Office Supplies,Central,601.4,5,75.52
2023-09-20,Office Chair,Furniture,East,162.45,10,41.67
2023-09-20,USB Hub,Electronics,North,219.02,3,58.58
2023-09-21,Bluetooth Speaker,Electronics,Central,846.37,11,172.86
2023-09-21,Filing Cabinet,Furniture,Central,367.55,14,108.81
2023-09-21,Wireless Mouse,Electronics,South,31.45,2,3.85
2023-09-21,Stapler,Office Supplies,East,299.21,8,29.85
2023-09-21,Phone Case,Electronics,East,445.76,14,56.37
2023-09-21,Winter Jacket,Apparel,North,630.8,4,205.25
2023-09-21,USB Hub,Electronics,North,1180.19,14,264.16
2023-09-21,Filing Cabinet,Furniture,South,456.1,3,69.36
2023-09-21,Pen Pack,Office Supplies,Central,1126.83,7,250.17
2023-09-22,USB Hub,Electronics,East,1121.0,10,140.57
2023-09-22,Stapler,Office Supplies,North,1155.35,11,137.68
2023-09-22,Stapler,Office Supplies,North,261.78,8,79.03
2023-09-22,Running Shoes,Apparel,West,314.4,11,45.79
2023-09-22,Desk Lamp,Furniture,North,459.81,5,75.85
2023-09-23,Wireless Mouse,Electronics,East,1281.98,8,350.09
2023-09-23,Wireless Mouse,Electronics,Central,361.21,3,90.74
2023-09-23,Pen Pack,Office Supplies,South,731.18,10,167.63
2023-09-23,Polo Shirt,Apparel,Central,653.41,14,180.08
2023-09-23,Desk Lamp,Furniture,West,1067.8,10,296.04
2023-09-23,Polo Shirt,Apparel,North,811.57,8,175.55
2023-09-23,Binder,Office Supplies,North,43.26,3,14.19
2023-09-23,Phone Case,Electronics,West,835.27,8,253.28
2023-09-23,Running Shoes,Apparel,Central,52.3,2,13.33
2023-09-24,Notebook Set,Office Supplies,West,57.83,1,14.97
2023-09-24,Filing Cabinet,Furniture,East,250.14,9,38.24
2023-09-24,Phone Case,Electronics,South,50.4,5,5.78
2023-09-24,Phone Case,Electronics,East,417.86,7,126.44
2023-09-24,Office Chair,Furniture,Central,1116.58,10,233.44
2023-09-24,Wireless Mouse,Electronics,Central,696.43,10,207.18
2023-09-24,Bluetooth Speaker,Electronics,East,342.28,3,49.14
2023-09-25,Baseball Cap,Apparel,West,1077.49,8,250.36
2023-09-25,Running Shoes,Apparel,South,487.88,4,107.29
2023-09-26,Bookshelf,Furniture,South,298.95,6,81.53
2023-09-26,Wireless Mouse,Electronics,East,665.21,5,192.83
2023-09-26,Baseball Cap,Apparel,West,433.71,9,146.16
2023-09-26,Filing Cabinet,Furniture,West,336.49,4,97.03
2023-09-26,USB Hub,Electronics,Central,284.62,3,33.66
2023-09-26,Baseball Cap,Apparel,West,388.1,7,37.8
2023-09-27,Winter Jacket,Apparel,Central,956.85,6,149.03
2023-09-27,Running Shoes,Apparel,Central,532.64,5,183.81
2023-09-27,Wireless Mouse,Electronics,Central,1003.52,9,282.4
2023-09-27,Running Shoes,Apparel,Central,168.13,3,43.69
2023-09-27,Binder,Office Supplies,West,273.76,2,69.39
2023-09-27,Binder,Office Supplies,South,122.74,6,16.72
2023-09-27,Office Chair,Furniture,North,641.38,10,51.54
2023-09-27,Wireless Mouse,Electronics,Central,1000.48,10,132.89
2023-09-27,Pen Pack,Office Supplies,North,954.08,11,94.26
2023-09-28,Baseball Cap,Apparel,North,1193.04,14,413.58
2023-09-28,Baseball Cap,Apparel,North,300.37,4,32.2
2023-09-28,Bluetooth Speaker,Electronics,Central,1692.59,14,466.76
2023-09-28,Pen Pack,Office Supplies,Central,209.63,10,21.86
2023-09-28,Wireless Mouse,Electronics,North,227.49,8,27.0
2023-09-28,Desk Lamp,Furniture,East,1205.45,11,349.55
2023-09-28,Bluetooth Speaker,Electronics,Central,684.57,5,136.39
2023-09-28,Desk Lamp,Furniture,Central,96.23,4,14.6
2023-09-29,Winter Jacket,Apparel,Central,857.9,7,213.99
2023-09-29,Wireless Mouse,Electronics,East,222.63,3,21.25
2023-09-29,Bookshelf,Furniture,South,214.02,5,66.19
2023-09-29,Polo Shirt,Apparel,East,1000.31,14,293.82
2023-09-29,Phone Case,Electronics,North,893.46,7,88.06
2023-09-29,Running Shoes,Apparel,South,393.0,3,135.05
2023-09-29,Filing Cabinet,Furniture,East,358.42,5,50.39
2023-09-30,Running Shoes,Apparel,West,543.71,6,161.13
2023-09-30,Filing Cabinet,Furniture,South,648.78,7,203.79
2023-09-30,Pen Pack,Office Supplies,Central,132.2,4,39.47
2023-09-30,Notebook Set,Office Supplies,South,427.28,6,70.37
2023-09-30,Pen Pack,Office Supplies,East,391.62,3,92.45
2023-09-30,Pen Pack,Office Supplies,North,1139.09,10,384.31
2023-10-01,Notebook Set,Office Supplies,North,133.45,1,25.75
2023-10-01,Bluetooth Speaker,Electronics,East,483.65,8,79.03
2023-10-01,Polo Shirt,Apparel,South,551.06,5,169.74
2023-10-01,Desk Lamp,Furniture,West,131.48,1,21.1
2023-10-02,Binder,Office Supplies,West,295.25,14,42.33
2023-10-02,Running Shoes,Apparel,North,296.74,5,95.32
2023-10-03,Bookshelf,Furniture,North,1703.71,14,555.03
2023-10-03,Stapler,Office Supplies,North,190.22,2,15.85
2023-10-03,USB Hub,Electronics,East,712.32,6,191.62
2023-10-03,Binder,Office Supplies,East,317.57,8,76.14
2023-10-03,Office Chair,Furniture,West,220.73,2,23.27
2023-10-03,Polo Shirt,Apparel,South,966.9,12,172.56
2023-10-03,Pen Pack,Office Supplies,South,1071.88,14,136.81
2023-10-03,Bluetooth Speaker,Electronics,South,30.47,3,4.04
2023-10-03,Running Shoes,Apparel,East,735.16,9,75.27
2023-10-03,Stapler,Office Supplies,Central,1524.07,14,405.37
2023-10-04,Stapler,Office Supplies,North,44.17,2,11.12
2023-10-04,Baseball Cap,Apparel,South,1584.28,13,241.94
2023-10-04,Winter Jacket,Apparel,North,54.32,2,8.08
2023-10-04,Bookshelf,Furniture,East,352.58,3,95.48
2023-10-04,Pen Pack,Office Supplies,South,1095.28,11,177.42
2023-10-04,Bookshelf,Furniture,North,220.4,2,69.88
2023-10-04,USB Hub,Electronics,South,171.67,7,43.04
2023-10-04,Bluetooth Speaker,Electronics,South,1226.0,10,343.18
2023-10-04,Phone Case,Electronics,South,125.58,4,16.59
2023-10-04,Filing Cabinet,Furniture,Central,1561.49,11,531.01
2023-10-04,Office Chair,Furniture,East,173.19,3,19.5
2023-10-05,Baseball Cap,Apparel,Central,523.25,12,142.77
2023-10-05,Baseball Cap,Apparel,North,500.3,10,169.92
2023-10-05,Filing Cabinet,Furniture,West,137.54,6,19.65
2023-10-05,Running Shoes,Apparel,South,656.14,8,84.05
2023-10-05,Phone Case,Electronics,North,260.6,4,20.92
2023-10-05,Running Shoes,Apparel,Central,485.83,6,59.93
2023-10-05,Desk Lamp,Furniture,East,908.73,6,205.4
2023-10-06,Running Shoes,Apparel,North,128.66,5,20.57
2023-10-06,Polo Shirt,Apparel,South,549.19,12,173.58
2023-10-06,Desk Lamp,Furniture,South,197.34,5,67.17
2023-10-06,Notebook Set,Office Supplies,South,664.69,5,137.99
2023-10-06,Running Shoes,Apparel,Central,112.15,1,34.01
2023-10-06,Baseball Cap,Apparel,East,118.12,6,25.36
2023-10-06,Office Chair,Furniture,North,68.8,4,16.6
2023-10-06,Winter Jacket,Apparel,South,470.19,11,110.57
2023-10-06,Polo Shirt,Apparel,South,207.98,5,67.73
2023-10-06,Desk Lamp,Furniture,Central,981.75,12,304.39
2023-10-07,Baseball Cap,Apparel,South,368.82,14,89.29
2023-10-07,Phone Case,Electronics,East,1012.32,11,321.81
2023-10-07,Desk Lamp,Furniture,Central,431.45,9,126.62
2023-10-07,Baseball Cap,Apparel,North,1104.83,11,264.18
2023-10-08,Running Shoes,Apparel,Central,338.68,6,89.76
2023-10-08,Phone Case,Electronics,West,458.92,12,53.33
2023-10-08,Baseball Cap,Apparel,South,1369.44,10,401.31
2023-10-08,Bluetooth Speaker,Electronics,South,1097.33,10,100.63
